Alloy,Phase
Al16.6Cr16.4Fe21.7Co20Ni25.3,AM
Al28.3Cr14.4Co20.1Ni24.4Cu12.7,BCC+FCC
Al50.3Cr14.8Fe10.5Co13Cu11.4,BCC
Al42.1Fe16Co13.7Ni17.8Cu10.4,BCC
Al10.3Cr11Fe39.9Ni30.5Cu8.4,FCC
Al12.2Cr33Fe17.7Ni13.6Cu23.5,BCC
Al29.5Cr18.3Fe17Co20.9Cu14.3,BCC
Cr42.3Mn5.3Fe10.6Ni10.8Cu31.1,BCC
Al10.3Fe10.1Co32.9Ni40.5Cu6.2,FCC
Mn35Fe13.3Co20.5Ni24.7Cu6.5,AM
Cr30.4Mn5.1Co18.3Ni20.4Cu25.9,FCC
Al11.3Fe13.8Co29.5Ni36.7Cu8.6,FCC
Al26.1Fe24.5Co14.8Ni18.8Cu15.8,BCC
Al7.4Fe28.7Co20.3Ni25.9Cu17.7,BCC+FCC
Al9.9Fe26.5Co20.3Ni26.6Cu16.7,BCC+FCC
Al17.2Fe21.1Co14.6Ni19.1Cu28.1,BCC+FCC
Al21.2Fe28.6Co13.9Ni18.1Cu18.2,BCC
Cr9.7Mn17.9Fe10.7Co28Ni33.8,AM
Cr37Mn6Fe14.3Ni15.2Cu27.5,BCC+FCC
Al14.8Cr9Co31.1Ni37Cu8.2,FCC
Cr17.8Mn45.4Fe11Co13.2Cu12.6,AM
Al28.2Cr25Fe33.4Co5.8Ni7.5,AM
Al20.7Fe19.2Co11.2Ni15Cu33.9,BCC+FCC
Cr26.7Mn9.7Fe20.2Ni22.5Cu21,BCC+FCC
Al10.4Cr8.9Fe33.7Co40.1Cu6.9,BCC
Al7.4Cr27.6Fe25.9Ni19.3Cu19.8,BCC+FCC
Cr36.7Mn13.9Fe9.8Ni10.2Cu29.4,BCC
Al36.1Cr22.3Fe11Co13.5Cu17.1,BCC
Cr19.8Mn32.2Co13.9Ni15.3Cu18.8,AM
Al32.1Fe14.2Co19.6Ni24.8Cu9.3,BCC+FCC
Cr33.5Mn5.6Co15.6Ni17.2Cu28,BCC+FCC
Mn32.6Fe27Co12.1Ni14.7Cu13.6,AM
Cr10.5Fe15.9Co29.5Ni34.8Cu9.3,FCC
Cr25.4Mn31.3Fe10.5Ni11.4Cu21.4,AM
Al24.8Cr13.2Fe23.3Co28.2Cu10.4,BCC
Mn11.4Fe44Co10.3Ni12.5Cu21.9,BCC+FCC
Cr10.7Fe16.1Co28.7Ni33.9Cu10.7,FCC
Al11.3Fe28.4Co18.7Ni23.9Cu17.7,BCC+FCC
Al12.5Fe9.8Co32Ni39.1Cu6.5,FCC
Al45.4Cr12Fe14.8Co18.1Cu9.7,BCC
Al20Cr25.4Fe15.9Co19.7Cu19.1,BCC
Al44.1Cr14.5Fe18.6Co10.1Ni12.8,BCC
Al21Cr26.8Fe31.6Co10.1Ni10.6,AM
Al18.4Cr10.6Co28Ni33.5Cu9.5,FCC
Al32.5Cr9.8Fe22.5Co27.4Cu7.9,BCC
Al13.4Cr14.5Co26.7Ni32.4Cu13,FCC
Al8.6Fe41Co15.8Ni20.5Cu14.1,BCC+FCC
Cr29.1Mn13Co15Ni16.8Cu26.2,BCC+FCC
Al8.8Fe46.5Co13.1Ni17.2Cu14.4,BCC
Cr27.8Mn17.8Co13.8Ni15.4Cu25.2,AM
Cr33.7Mn12.9Co11.2Ni12.4Cu29.9,BCC+FCC
Al43.4Cr20.5Fe11.1Ni9.3Cu15.8,BCC
Al12.4Cr13.3Co16.7Ni21.2Cu36.4,FCC
Cr10.1Mn22.2Fe26.5Ni32.5Cu8.7,AM
Cr21Mn27.7Co14.9Ni16.4Cu20,AM
Al17.7Cr22.9Fe14.5Co21.9Ni23,BCC+FCC
Cr12.7Mn45.9Fe14.4Co12.1Ni14.9,AM
Cr16.6Mn34.3Fe18.5Co13.7Ni16.9,AM
Al28.4Fe11.2Co6.3Ni8.8Cu45.2,BCC
Cr7.9Mn32.1Fe24.8Co29.5Cu5.7,AM
Cr27.4Mn7.2Co19.6Ni22.2Cu23.7,FCC
Cr31.6Mn17.5Co10.6Ni11.9Cu28.5,BCC
Al50.2Cr16.8Fe11Ni9.2Cu12.9,BCC
Al31.1Cr42.3Fe6.5Co9.9Ni10.2,BCC
Al20.8Fe12.2Co14.2Ni19Cu33.8,FCC
Al17.8Cr10.9Fe35.2Ni27.6Cu8.6,BCC+FCC
Cr36Mn11.6Co9.7Ni11Cu31.8,BCC
Mn5.8Fe26.9Co24.7Ni29.6Cu13.1,FCC
Al36.9Cr16Fe19Ni15.8Cu12.3,BCC
Mn22Fe16.8Co24Ni28.9Cu8.2,AM
Al18Fe15.1Co15.9Ni20.9Cu30.1,FCC
Mn17.8Fe41.7Co8.7Ni10.6Cu21.2,BCC+FCC
Al20.6Cr9.4Fe34.8Ni27.7Cu7.4,BCC+FCC
Cr37.7Mn16.1Fe9.6Co11.2Cu25.4,BCC
Al7.9Fe45Co9.1Ni11.7Cu26.2,BCC
Al36.1Cr22.6Co9.6Ni11.9Cu19.8,BCC
Al27.9Cr16.5Co18.4Ni22.6Cu14.6,BCC+FCC
Al20.7Cr29.5Fe15.7Ni12.4Cu21.7,BCC
Cr18.3Fe27.1Co17.6Ni21.1Cu15.9,FCC
Al18.1Cr21Fe28.3Co14.2Ni18.4,AM
Al13.7Cr29.9Fe15.3Co18.9Cu22.2,BCC
Al22.2Cr15.8Fe21.1Co17.9Ni23,BCC+FCC
Al13.5Cr41.1Fe7.4Co8.8Cu29.1,BCC
Al43.7Cr18.6Co9.4Ni11.7Cu16.5,BCC
Al8.2Cr9Co28.8Ni35.2Cu18.8,FCC
Al21.9Cr23.1Co15.9Ni19.5Cu19.6,BCC+FCC
Cr12.7Fe18.8Co24.8Ni29.5Cu14.2,FCC
Al38.8Fe22.1Co10.7Ni13.9Cu14.5,BCC
Cr23Mn33.7Fe11.3Ni12.4Cu19.6,AM
Cr18.1Fe26.7Co16.8Ni20.3Cu18.1,FCC
Al42.6Fe22.1Co8.9Ni11.7Cu14.7,BCC
Al9.6Cr18.3Fe24.6Co20.8Ni26.7,AM
Cr31.2Mn28.9Fe8.4Co10Cu21.5,AM
Mn7.9Fe23.4Co25.8Ni31.4Cu11.6,FCC
Cr24.9Mn16.6Fe17.9Ni20.2Cu20.5,AM
Cr30.3Mn14.9Fe14.4Ni15.9Cu24.5,BCC+FCC
Al9.6Cr24.1Fe27.4Ni21.1Cu17.9,BCC+FCC
Cr15.4Mn16.8Fe25Ni30.1Cu12.8,AM
Al10.8Cr10.4Fe32.4Co38.7Cu7.8,BCC
Cr16.2Fe24Co18.6Ni22.6Cu18.6,FCC
Al11.3Cr21.1Co22.5Ni27.4Cu17.7,FCC
Al16.2Cr20.5Co20.5Ni25.1Cu17.8,BCC+FCC
Mn23.3Fe22Co20.5Ni24.2Cu9.9,AM
Al30.4Cr23.6Fe31.5Co6.3Ni8.2,BCC
Cr26.5Mn19.1Fe15.4Ni17.4Cu21.6,AM
Mn27.7Fe23.8Co17.7Ni20.2Cu10.6,AM
Al14.9Cr16.3Fe21.8Co20.8Ni26.3,AM
Al12.4Fe30.6Co16.1Ni20.9Cu20.1,BCC+FCC
Al23.9Cr33.5Fe7.8Co9.7Cu25.1,BCC
Cr11.4Fe16.4Co13.4Ni16.5Cu42.2,FCC
Cr24Mn5.5Co23.5Ni26.2Cu20.7,FCC
Cr16.5Mn11.1Co27.3Ni30.2Cu15,FCC
Al8.1Cr9Co30.4Ni36.8Cu15.6,FCC
Cr13.9Mn7.5Co30.9Ni35Cu12.7,FCC
Al25.9Cr25.2Fe16.6Ni13.4Cu18.9,BCC
Cr38.8Mn14Fe10Co11.7Cu25.6,BCC
Cr29.1Mn33.1Fe8Co9.5Cu20.4,AM
Al8Cr14Fe30.7Co36.6Cu10.6,BCC
Al8.1Cr8.7Co26Ni31.8Cu25.4,FCC
Al17.4Cr15.9Fe24.7Co29.8Cu12.3,BCC
Al10.8Fe40.7Co13.4Ni17.5Cu17.7,BCC
Al19.6Cr16.1Fe21.3Co19Ni24,AM
Cr16.7Mn38.6Co13.8Ni15Cu15.9,AM
Al6.3Cr27.6Co20Ni23.8Cu22.2,BCC+FCC
Al33.3Cr10.9Fe21.1Co25.8Cu8.9,BCC
Al32.3Cr44.5Fe9.7Co6.7Ni6.9,BCC
Al24.7Cr24.6Fe32.7Co7.8Ni10.2,BCC
Al9.4Fe13Co27Ni34.7Cu15.8,FCC
Cr11.7Mn10.7Fe30.9Ni37.1Cu9.6,FCC
Cr21.2Mn10.3Fe23.7Co20.2Ni24.6,AM
Al24.2Cr31.1Fe25.3Co9.5Ni10,BCC
Al28.8Cr16.2Fe21.7Co14.8Ni18.5,BCC
Cr14.3Mn44Fe13.7Ni15.7Cu12.3,AM
Al25.2Cr33.5Fe7.2Co16.7Ni17.4,BCC
Cr32.1Mn10.5Fe15.2Ni16.9Cu25.4,BCC+FCC
Cr43.4Mn6.4Fe8.8Ni9.3Cu32.1,BCC
Mn34Fe24.4Co13.2Ni16Cu12.4,AM
Al19.7Fe6.9Co18Ni23.7Cu31.7,FCC
Al21.7Cr24.1Fe19.7Ni16Cu18.4,BCC
Al9.2Fe32.4Co16.8Ni21.7Cu19.9,BCC+FCC
Al8.7Cr10.9Fe27.2Co25.7Ni27.5,AM
Cr28.9Fe43Co7.4Ni8.6Cu12,BCC
Al9.4Cr9.7Co10.8Ni14.1Cu56,FCC
Al21.3Cr27.7Fe24.9Co12.6Ni13.5,BCC
Al33.8Cr22.3Fe14.6Ni12Cu17.3,BCC
Al22.5Fe22.5Co17.5Ni22.6Cu14.7,BCC+FCC
Cr18.8Mn36.9Fe13.2Ni14.7Cu16.5,AM
Cr34.3Mn4.8Fe17.3Ni18.6Cu24.9,BCC+FCC
Al26.9Cr29.1Co16.6Ni19.5Cu8,BCC+FCC
Cr36.5Mn5Co13.3Ni14.8Cu30.4,BCC+FCC
Mn26.7Fe25.6Co16.3Ni19.3Cu12.1,AM
Al8.5Cr10.1Co33.4Ni39.3Cu8.7,FCC
Cr21.3Mn7.6Co24.6Ni27.7Cu18.8,FCC
Cr8.2Fe12Co30.5Ni36.1Cu13.3,FCC
Mn5Fe48.3Co10.9Ni13.2Cu22.6,BCC
Mn6.1Fe49.9Co9Ni11.2Cu23.8,BCC
Al13.4Cr26.4Fe23Ni17.7Cu19.5,BCC
Al40.7Cr22.9Fe10.4Ni8.5Cu17.6,BCC
Al16.9Cr13.9Fe26.4Co32Cu10.8,BCC
Al24.2Cr11.6Fe24.9Co30.1Cu9.1,BCC
Al10.4Cr12Co30.6Ni36.4Cu10.6,FCC
Mn6.6Fe20.2Co29Ni34.3Cu9.9,FCC
Al25Cr22.9Co14.4Ni17.7Cu20,BCC
Cr31.2Mn11.1Fe16.7Co19.5Cu21.5,AM
Al18.5Fe12.8Co16.4Ni21.5Cu30.8,FCC
Al32.7Cr15.6Fe20.7Co13.6Ni17.5,BCC
Al41.3Cr17Co12.1Ni15Cu14.7,BCC
Cr14.5Mn13.1Fe16Co25.6Ni30.8,AM
Al17.7Cr23.1Fe12.5Co22.8Ni23.9,BCC+FCC
Al12.9Cr39.2Co7.2Ni9Cu31.7,BCC
Cr18.6Mn18.5Co21.7Ni24.1Cu17.1,FCC
Al7Cr16.2Fe29.4Co35.3Cu12,BCC
Mn15.5Fe28.6Co18.8Ni22.9Cu14.2,BCC+FCC
Cr35.7Mn7.8Co12.2Ni13.8Cu30.6,BCC+FCC
Al6.4Cr25.1Fe22.8Co27.4Cu18.3,BCC+FCC
Cr19.1Mn40Co10.8Ni11.9Cu18.2,AM
Al27.6Fe9Co7.6Ni10.3Cu45.5,BCC
Al7.1Cr7.7Co28.9Ni35.5Cu20.9,FCC
Cr41.6Mn8.9Fe8.9Ni9Cu31.6,BCC
Cr21.8Mn24Co15.9Ni17.8Cu20.6,AM
Cr17.1Fe25.1Co15.2Ni18.5Cu24.2,FCC
Al27.6Fe6.2Co9.2Ni12.6Cu44.3,BCC
Cr10.4Mn6.1Fe11.5Co33.1Ni39,FCC
Al22.6Cr28.1Co11.6Ni14.3Cu23.5,BCC
Al15.5Cr16.4Co24Ni28.9Cu15.3,FCC
Al18Cr22.5Fe27.3Co15.6Ni16.6,AM
Al19.4Cr25.3Fe16.8Co18.7Ni19.8,BCC+FCC
Al21.6Cr33.3Fe9.1Co11.2Cu24.8,BCC
Al31.6Fe9.5Co23.3Ni29.5Cu6.1,BCC+FCC
Cr14.3Mn27.2Fe22.1Co26.2Cu10.2,AM
Al23.3Fe9.8Co12.4Ni16.8Cu37.7,FCC
Al44.7Cr13.5Fe14.1Co17.1Cu10.6,BCC
Cr11.8Mn15.8Fe28.3Ni34.1Cu10,AM
Cr35.9Mn23.8Fe7.6Co9.2Cu23.5,BCC
Mn18.8Fe17.1Co25.3Ni30.3Cu8.4,FCC
Cr8.5Mn38.6Fe21.4Co25.3Cu6.1,AM
Al38.2Cr20.5Co10.3Ni12.8Cu18.1,BCC
Mn29.3Fe18.7Co22.2Ni22.4Cu7.4,AM
Al34.4Cr38Co8.5Ni10.1Cu9,BCC
Al10.2Fe21.9Co24Ni30.3Cu13.6,FCC
Al19.5Cr13.6Co24.9Ni30Cu12,BCC+FCC
Cr15.6Mn43.1Fe12.6Ni14.7Cu14,AM
Cr41.7Mn6Fe10.6Ni10.7Cu31,BCC
Al12.5Cr12.7Co12.5Ni16.4Cu45.9,FCC
Cr12.4Mn7.5Fe13.6Co30.3Ni36.3,FCC
Al11.3Fe16.3Co27.7Ni34.7Cu10.1,FCC
Al9.3Cr10.2Co26Ni31.6Cu22.8,FCC
Cr20.1Fe29.6Co14.9Ni18Cu17.4,BCC+FCC
Cr23.3Mn26.2Co13.7Ni15.2Cu21.6,AM
Cr27.6Mn28.4Fe11.4Co13.4Cu19.3,AM
Cr13.6Mn26.7Co22Ni24.4Cu13.2,AM
Cr25.7Mn19.8Fe16.7Co19.9Cu17.9,AM
Al19.9Fe39.3Co6.9Ni9.1Cu24.8,BCC
Al9.1Cr11.9Fe32Co38Cu9,BCC
Mn29Fe32.1Co10.1Ni12.3Cu16.5,AM
Al22.4Cr29.5Fe11.6Co17.8Ni18.7,BCC+FCC
Cr15.6Mn31.7Fe19Co22.6Cu11.1,AM
Al18Cr34.9Fe9.5Co11.8Cu25.8,BCC
Al34.9Cr24.2Fe10Co12.3Cu18.4,BCC
Cr16.4Mn11Fe18.4Co24.4Ni29.7,AM
Cr25.9Mn32.8Fe10.7Co12.7Cu18,AM
Al18.4Cr9.1Fe29.7Co35.6Cu7.2,BCC
Cr10.3Fe14.6Co14.6Ni17.9Cu42.5,FCC
Al23.7Fe20Co19.1Ni24.5Cu12.8,BCC+FCC
Cr25Mn29.6Fe12.6Co15.2Cu17.6,AM
Al11.5Cr27.7Fe18.3Co22.2Cu20.4,BCC
Cr21.8Fe32Co10.1Ni12.6Cu23.5,BCC+FCC
Mn10.6Fe42.2Co12Ni14.5Cu20.7,BCC+FCC
Al7.1Cr9.5Fe15.7Co32.9Ni34.8,FCC
Al38.8Cr19.3Fe25.5Co7.1Ni9.3,BCC
Al12.8Cr13.2Fe17.5Co25.1Ni31.4,AM
Cr22.5Mn30.7Fe12.8Ni14.5Cu19.5,AM
Al8.4Cr15.1Fe37.1Ni27.9Cu11.5,FCC
Mn10.4Fe15.3Co30.7Ni36.1Cu7.4,FCC
Cr12.9Mn22.8Fe25.4Co29.6Cu9.4,BCC
Al27.2Cr26.1Co10.8Ni13.5Cu22.4,BCC
Al20.9Cr15.6Fe23.2Co28.1Cu12.2,BCC
Cr37.5Mn9.2Fe11.7Ni12.6Cu29,BCC
Cr15.9Mn22.4Co22.3Ni24.4Cu15.1,AM
Al14.8Cr26Co16.8Ni20.6Cu21.7,BCC+FCC
Al12.6Cr15.9Fe38Co16.3Ni17.2,AM
Cr24.2Mn6.5Co23Ni25.3Cu21,FCC
Al4.9Cr34Co15.5Ni18.7Cu27,BCC+FCC
Al14.5Fe8.6Co32Ni39.4Cu5.5,FCC
Al12.8Cr16.5Fe22.2Co21.4Ni27.2,AM
Al13.5Cr17.6Fe9Co29.3Ni30.7,FCC
Cr33.4Mn7.5Fe16Ni17.4Cu25.6,BCC+FCC
Al38.5Cr25Fe9.4Ni7.8Cu19.3,BCC
Al6.9Cr43.4Fe8.9Co11.1Cu29.8,BCC
Al29.2Fe8.1Co6.4Ni9Cu47.3,BCC
Cr31.1Mn13.9Co12.7Ni14.2Cu28.1,AM
Al8.1Fe13.7Co31.4Ni38.5Cu8.4,FCC
Mn13.4Fe23Co23.6Ni28.6Cu11.4,FCC
Al51.6Cr13.8Fe13Ni10.8Cu10.8,BCC
Mn15.8Fe25.5Co20.8Ni25Cu13,FCC
Al40.7Cr16.7Fe16.2Ni13.3Cu13.2,BCC
Al16Fe13.9Co27.3Ni34Cu8.7,FCC
Al7.5Fe36.1Co15.1Ni19.3Cu22,BCC+FCC
Al23.3Fe30.3Co11.8Ni15.4Cu19.2,BCC
Al29.8Cr23.9Fe15.6Ni12.7Cu18,BCC
Al13.4Cr34.9Fe15Ni11.4Cu25.3,BCC
Cr11.4Mn42Fe12.4Co15.5Ni18.8,AM
Al15.7Fe21.7Co16.2Ni21.5Cu24.9,BCC+FCC
Al23.6Fe17.8Co21Ni26.4Cu11.3,BCC+FCC
Mn45.7Fe18.8Co11.8Ni14.4Cu9.3,AM
Al20.7Fe8.8Co28.9Ni36Cu5.6,FCC
Al8.5Fe28.5Co19.9Ni25.3Cu17.8,BCC+FCC
Cr14.8Mn36.3Fe17.5Co20.7Cu10.8,AM
Cr12.7Mn44.6Fe14.6Ni16.8Cu11.4,AM
Al41.2Cr8.3Fe24.3Ni19.8Cu6.4,BCC
Mn24.1Fe30.7Co13.5Ni16.3Cu15.5,AM
Cr8.6Mn20.7Fe9.4Co27.8Ni33.6,AM
Mn31.3Fe19.9Co18.9Ni22.8Cu7.2,AM
Al32.6Fe20.3Co14.9Ni19.3Cu13,BCC
Cr9.4Mn25.7Fe10.4Co24.8Ni29.8,AM
Al6.7Fe10.2Co31.4Ni40.1Cu11.7,FCC
Cr20.8Mn24Fe17.7Ni20.2Cu17.3,AM
Al8.6Cr27.3Co19Ni22.8Cu22.3,BCC+FCC
Al42.1Cr15.2Co13.2Ni16Cu13.4,BCC
Al11.2Cr12.2Co25.6Ni31.2Cu19.9,FCC
Al12Fe19Co21.1Ni27.3Cu20.6,FCC
Mn8.8Fe43.4Co12.1Ni14.8Cu20.9,BCC+FCC
Cr25.7Mn14Fe18.5Ni21.2Cu20.7,BCC+FCC
Al44.4Cr15Fe13Co15.8Cu11.8,BCC
Al23.8Cr23.7Fe32.1Co9Ni11.4,BCC
Al20.9Cr21.9Co15.2Ni18.9Cu23.1,BCC+FCC
Mn6.6Fe51.8Co7.9Ni9.5Cu24.2,BCC
Al38.3Cr13.1Co16.7Ni20.4Cu11.6,BCC
Al23.8Fe15.3Co22.6Ni28.6Cu9.7,BCC+FCC
Al20.5Fe24.8Co9.2Ni12.4Cu33.2,BCC
Al17Cr21.1Fe23.7Co18.5Ni19.7,AM
Al22.2Cr9.1Fe27.9Co33.6Cu7.2,BCC
Al19.5Cr32.3Fe10.8Co13.4Cu24,BCC
Al7.4Cr24.1Fe29Ni21.8Cu17.7,BCC+FCC
Cr12.8Fe18.4Co12.5Ni15.5Cu40.9,FCC
Al8.2Cr11.1Fe9.5Co34.7Ni36.5,FCC
Al22.8Cr10.4Co26Ni31.3Cu9.5,BCC+FCC
Cr23.5Fe34.7Co9Ni11.1Cu21.7,BCC+FCC
Al16.3Cr33.6Fe14.4Ni11.3Cu24.3,BCC
Al22.4Fe13.6Co11.9Ni16.2Cu36,FCC
Al6.6Fe33.7Co21.4Ni27.8Cu10.6,BCC+FCC
Al11.3Cr16Co27Ni32.1Cu13.7,FCC
Al54.2Cr10.9Fe14.4Ni12.1Cu8.4,BCC
Al14.8Cr15.9Co22Ni26.7Cu20.6,FCC
Cr31Mn12.7Fe16.2Co19Cu21.2,AM
Mn5.4Fe38.1Co17.5Ni20.7Cu18.4,BCC+FCC
Al7Fe46.3Co15.3Ni19.9Cu11.5,BCC
Cr13.6Mn35.9Fe14.8Co16Ni19.7,AM
Al28.3Cr37.9Fe11.2Co11Ni11.6,BCC
Cr8.1Fe11.6Co21.4Ni26Cu32.8,FCC
Al6.7Cr18.3Co27.4Ni32.4Cu15.3,FCC
Al27.1Fe12.5Co7.5Ni10.3Cu42.6,BCC
Cr23.4Mn34.2Fe11.7Co14.1Cu16.5,AM
Mn11.1Fe26.3Co22.5Ni27.1Cu13.1,FCC
Cr21.4Mn20.4Fe19Ni21.2Cu17.9,AM
Mn42.3Fe17.5Co14.9Ni17.3Cu8,AM
Mn16.4Fe41.2Co9.9Ni12.1Cu20.3,BCC+FCC
Cr13.5Mn16.8Fe27.7Co32.6Cu9.4,BCC
Al9.3Fe21.7Co23.5Ni30.2Cu15.3,FCC
Al6.2Cr19Fe27.8Co33.1Cu14,BCC
Cr16.4Mn6.4Fe18Co26.8Ni32.4,AM
Cr34.5Mn10.7Co11.6Ni12.7Cu30.4,BCC+FCC
Al27.9Cr30.7Co13.6Ni16.2Cu11.4,BCC
Al29.7Cr39.7Fe15Co7.6Ni8,BCC
Al18.1Cr23.3Fe10.7Co23.5Ni24.5,BCC+FCC
Al10.1Cr16.3Fe28Co33.2Cu12.5,BCC
Cr39.7Mn5.7Fe12.3Ni13Cu29.3,BCC
Al12Fe22.5Co19.8Ni26Cu19.7,BCC+FCC
Mn7.9Fe40.7Co14.4Ni17.3Cu19.7,BCC+FCC
Al6.1Cr43.6Co7.5Ni9.2Cu33.6,BCC
Al17.1Cr17.8Co15.2Ni18.9Cu31,FCC
Al36.9Fe9.1Co21.5Ni26.6Cu5.9,BCC+FCC
Cr37.8Mn4.5Fe14.8Ni15.5Cu27.3,BCC+FCC
Al16.1Cr29.3Fe14.8Co18.1Cu21.7,BCC
Cr36.6Mn13.1Fe12Co13.8Cu24.6,BCC
Al16.5Fe25Co13.6Ni18.1Cu26.8,BCC+FCC
Al15.6Cr17.2Co25.5Ni30.5Cu11.3,FCC
Cr19.7Mn50.7Fe7.2Co8.4Cu14.1,AM
Al22Cr9.2Co27.6Ni33Cu8.1,BCC+FCC
Cr17.6Fe25.5Co12.1Ni15Cu29.9,FCC
Al34Cr12Fe15.5Co16.9Ni21.6,BCC
Al16.5Cr25.7Co8.4Ni10Cu39.4,BCC+FCC
Cr29.1Mn19.3Co11.8Ni13Cu26.9,AM
Al38.4Cr11.5Fe14.8Co15.5Ni19.8,BCC
Al33.2Cr35.6Co9.9Ni11.6Cu9.7,BCC
Cr7Fe10.3Co31.9Ni37.7Cu13.1,FCC
Cr19.3Mn20.6Fe20.5Ni23.6Cu16,AM
Cr9.5Mn12.1Fe10.4Co30.8Ni37.1,AM
Cr20.7Fe31.1Co17.7Ni21.2Cu9.2,BCC+FCC
Al15Cr15.3Co12.7Ni16.5Cu40.5,FCC
Cr24.4Fe35.4Co7.7Ni9.5Cu23.1,BCC+FCC
Al25.9Cr28.3Co16Ni19.3Cu10.4,BCC+FCC
Al17.2Cr18.4Fe22.8Co27.4Cu14.1,BCC
Mn14.5Fe13.4Co30Ni35.6Cu6.4,FCC
Mn27.6Fe16.7Co22.1Ni26Cu7.6,AM
Al7.3Cr10Fe34.5Co40.6Cu7.6,BCC
Al24.8Cr24.9Co7.8Ni9.9Cu32.7,BCC+FCC
Cr16.1Mn5.7Fe17.8Co27.4Ni33,AM
Al17.6Fe6.1Co20.9Ni27.3Cu28.1,FCC
Cr21.6Fe31.7Co12.5Ni15.2Cu19,BCC+FCC
Cr18Mn11.9Fe25.5Ni29.9Cu14.7,FCC
Cr30.3Mn8Co16.9Ni18.6Cu26.3,BCC+FCC
Al30.4Cr41.4Fe8.6Co9.5Ni10.1,BCC
Al16.9Cr21.8Fe20.5Co19.7Ni21.1,AM
Al16Cr8.2Fe38.9Ni30.5Cu6.4,BCC+FCC
Cr18.6Mn27.6Fe18.6Co22Cu13.2,AM
Cr9.1Mn7Fe9.9Co33.8Ni40.2,FCC
Al16.5Cr33.7Fe11.3Co13.7Cu24.7,BCC
Al27.1Cr28.7Fe12.6Ni10.1Cu21.5,BCC
Cr14.2Fe20.5Co11.5Ni14.1Cu39.7,FCC
Al8.7Cr10.2Fe33.6Co39.8Cu7.8,BCC
Al28.8Fe19Co17.4Ni22.7Cu12.1,BCC
Mn12.7Fe41.1Co12Ni14Cu20.1,BCC+FCC
Al38Fe10.1Co20Ni25.3Cu6.7,BCC
Cr12.7Mn15.3Fe13.9Co26.1Ni31.9,AM
Cr19.9Mn17Fe21.6Ni25.2Cu16.4,AM
Al27.6Cr10.1Co24Ni29.1Cu9.2,BCC+FCC
Al14.1Cr35.1Fe11.5Co14Cu25.3,BCC
Cr18.5Fe27.9Co19.9Ni24.1Cu9.6,FCC
Cr12.8Mn23.8Fe23.6Ni28.5Cu11.3,AM
Al20.3Cr8.1Fe36.3Ni29.1Cu6.2,BCC+FCC
Al13.2Fe11.8Co30.2Ni37.3Cu7.5,FCC
Cr15.7Mn41.5Fe14.4Co17.4Cu11,AM
Mn7.6Fe44Co12.4Ni15Cu21,BCC+FCC
Cr37Mn9.7Co10.1Ni11.3Cu31.9,BCC
Al30.8Cr32.4Co7.8Ni9.5Cu19.4,BCC
Al16.7Fe13.2Co18.5Ni24.4Cu27.2,FCC
Al23.9Cr19.1Co18.2Ni22.2Cu16.6,BCC+FCC
Al30.7Cr18.3Fe24.6Co11.4Ni14.9,BCC
Al33.7Cr37.3Co8.4Ni10.2Cu10.4,BCC
Al54.6Fe9.3Co13.4Ni16.8Cu5.9,BCC
Al41Fe18Co12.8Ni16.6Cu11.6,BCC
Cr23.6Mn26.5Fe15.2Co18Cu16.8,AM
Al50.4Cr12.3Fe12.5Co15.2Cu9.6,BCC
Cr32.8Mn8.7Fe15.5Ni17.5Cu25.4,BCC+FCC
Al7.1Cr7.7Co27.3Ni33.7Cu24.1,FCC
Cr15.5Mn22.5Fe17.1Co20.1Ni24.7,AM
Al19.6Cr20.5Co11.3Ni14.5Cu34,BCC+FCC
Al25.7Cr14Fe18.4Co18.3Ni23.6,BCC+FCC
Al29.4Cr14.7Fe20Co24.5Cu11.4,BCC
Al23.7Cr25.4Co18.2Ni21.9Cu10.8,BCC+FCC
Mn47Fe15.3Co13.7Ni16.4Cu7.6,AM
Al5.4Cr28.7Fe20.7Co24.6Cu20.6,BCC
Al15.2Cr16.3Co23Ni28Cu17.6,FCC
Cr39.6Mn7.7Co8.6Ni9.8Cu34.3,BCC
Al56.1Cr13.7Fe10.7Ni8.9Cu10.6,AM
Al46.8Cr9.8Fe19.4Ni16.4Cu7.7,BCC
Al28.8Cr15.5Fe24.1Ni19.7Cu12,BCC
Cr15.7Mn9.7Fe28.3Ni33.8Cu12.5,FCC
Al11.2Cr13.9Fe28.3Co22.6Ni24.1,AM
Al7.8Fe46.5Co14.1Ni18.5Cu13.2,BCC
Al6.4Cr28.8Fe20.1Co24.5Cu20.2,BCC
Al13.7Fe16.2Co26.3Ni33.5Cu10.4,FCC
Al10.3Fe43.3Co8.8Ni11.3Cu26.3,BCC
Al16.5Cr9.5Fe37.1Ni29.5Cu7.4,BCC+FCC
Cr20.1Mn32.1Fe14.2Ni16.1Cu17.5,AM
Cr12.8Mn31.4Fe14Co18.9Ni22.9,AM
Al27.1Cr12.6Fe16.6Co19.2Ni24.5,BCC+FCC
Cr20.4Mn15.1Fe23Co18.7Ni22.8,AM
Al37.6Cr24.6Fe8.6Co10.6Cu18.7,BCC
Cr20.7Mn18.1Co19.8Ni22.2Cu19.2,AM
Mn6.7Fe30.5Co21.8Ni26.4Cu14.7,BCC+FCC
